# Two Dipoles. Viscous opposite moments. $\\Reyn=4$, $x(0)=3$
# Commit: 2026-06-04-2-g5a5da60-dirty
# KinematicViscosity: 0.25
# TauMode: ConstPi32 τ = 1/π^(3/2)
# Date: 2026-06-10 04:21:57
time,d1_rx,d1_mx,d2_rx,d2_mx,sum_zeta_square
37.899999,0.819332,0.133679,2.180668,-0.133679,0.035740
37.999999,0.818424,0.133031,2.181576,-0.133031,0.035395
38.099999,0.817519,0.132389,2.182481,-0.132389,0.035054
38.199999,0.816617,0.131753,2.183383,-0.131753,0.034718
38.299999,0.815719,0.131123,2.184281,-0.131123,0.034386
38.399999,0.814824,0.130499,2.185176,-0.130499,0.034060
38.499999,0.813933,0.129880,2.186067,-0.129880,0.033738
38.599999,0.813045,0.129268,2.186955,-0.129268,0.033420
38.699999,0.812160,0.128661,2.187840,-0.128661,0.033107
38.799999,0.811279,0.128060,2.188721,-0.128060,0.032799
38.899999,0.810401,0.127464,2.189599,-0.127464,0.032494
38.999999,0.809526,0.126874,2.190474,-0.126874,0.032194
39.099999,0.808655,0.126289,2.191345,-0.126289,0.031898
39.199999,0.807786,0.125710,2.192214,-0.125710,0.031606
39.299999,0.806921,0.125136,2.193079,-0.125136,0.031318
39.399999,0.806060,0.124567,2.193940,-0.124567,0.031034
39.499999,0.805201,0.124003,2.194799,-0.124003,0.030753
39.599999,0.804346,0.123444,2.195654,-0.123444,0.030477
39.699999,0.803494,0.122891,2.196506,-0.122891,0.030204
39.799999,0.802646,0.122342,2.197354,-0.122342,0.029935
39.899999,0.801800,0.121798,2.198200,-0.121798,0.029670
39.999999,0.800958,0.121259,2.199042,-0.121259,0.029408
40.099999,0.800119,0.120725,2.199881,-0.120725,0.029149
40.199999,0.799283,0.120196,2.200717,-0.120196,0.028894
40.299999,0.798450,0.119671,2.201550,-0.119671,0.028642
40.399999,0.797621,0.119151,2.202379,-0.119151,0.028394
40.499999,0.796794,0.118635,2.203206,-0.118635,0.028149
40.599999,0.795971,0.118124,2.204029,-0.118124,0.027907
40.699999,0.795151,0.117618,2.204849,-0.117618,0.027668
40.799999,0.794334,0.117115,2.205666,-0.117115,0.027432
40.899999,0.793520,0.116617,2.206480,-0.116617,0.027199
40.999999,0.792709,0.116124,2.207291,-0.116124,0.026969
41.099999,0.791901,0.115634,2.208099,-0.115634,0.026743
41.199999,0.791096,0.115149,2.208904,-0.115149,0.026519
41.299999,0.790294,0.114668,2.209706,-0.114668,0.026298
41.399999,0.789496,0.114191,2.210504,-0.114191,0.026079
41.499999,0.788700,0.113718,2.211300,-0.113718,0.025864
41.599999,0.787907,0.113249,2.212093,-0.113249,0.025651
41.699999,0.787118,0.112784,2.212882,-0.112784,0.025441
41.799999,0.786331,0.112323,2.213669,-0.112323,0.025233
41.899999,0.785547,0.111866,2.214453,-0.111866,0.025028
41.999999,0.784766,0.111413,2.215234,-0.111413,0.024826
42.099999,0.783988,0.110963,2.216012,-0.110963,0.024626
42.199999,0.783214,0.110517,2.216786,-0.110517,0.024428
42.299999,0.782442,0.110075,2.217558,-0.110075,0.024233
42.399999,0.781672,0.109636,2.218328,-0.109636,0.024040
42.499999,0.780906,0.109201,2.219094,-0.109201,0.023850
42.599999,0.780143,0.108770,2.219857,-0.108770,0.023662
42.699999,0.779382,0.108342,2.220618,-0.108342,0.023476
42.799999,0.778625,0.107917,2.221375,-0.107917,0.023292
42.899999,0.777870,0.107496,2.222130,-0.107496,0.023111
